,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Avg-Book-Rating
1321,The Regulators,Stephen King,2002,Signet Book,http://images.amazon.com/images/P/0451191013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg,1.7534246575342465
925,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg,1.7532467532467533
1600,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg,1.7524752475247525
2102,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425144372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.LZZZZZZZ.jpg,1.75
1152,Must Love Dogs,Claire Cook,2003,Onyx Books,http://images.amazon.com/images/P/0451410947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410947.01.LZZZZZZZ.jpg,1.75
1813,Paper Doll,Robert B. Parker,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425141551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425141551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425141551.01.LZZZZZZZ.jpg,1.75
2204,Blood Work (Blood Work),Michael Connelly,1998,"Little, Brown",http://images.amazon.com/images/P/0316153990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316153990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316153990.01.LZZZZZZZ.jpg,1.75
2548,Certain Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg,1.75
2099,Fallen Hearts,V.C. Andrews,1988,Pocket,http://images.amazon.com/images/P/0671642561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671642561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671642561.01.LZZZZZZZ.jpg,1.75
161,Black and Blue,ANNA QUINDLEN,1999,Dell,http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg,1.7480314960629921
687,Void Moon,Michael Connelly,1999,"Little, Brown",http://images.amazon.com/images/P/0316154067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316154067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316154067.01.LZZZZZZZ.jpg,1.7457627118644068
678,Dead Sleep,Greg Iles,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399147357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147357.01.LZZZZZZZ.jpg,1.7454545454545454
67,The God of Small Things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,1.7452830188679245
2135,Compelling Evidence,Steven Paul Martini,1993,Jove Books,http://images.amazon.com/images/P/0515110396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515110396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515110396.01.LZZZZZZZ.jpg,1.7428571428571429
2245,Touching Evil,Kay Hooper,2001,Bantam Books,http://images.amazon.com/images/P/0553583441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg,1.7419354838709677
592,Trust Me,John Updike,1990,Fawcett Books,http://images.amazon.com/images/P/0449214982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449214982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449214982.01.LZZZZZZZ.jpg,1.7419354838709677
2391,Me: Stories of My Life,Katharine Hepburn,1992,Ballantine Books,http://images.amazon.com/images/P/0345377702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345377702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345377702.01.LZZZZZZZ.jpg,1.7419354838709677
2716,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,http://images.amazon.com/images/P/0061013412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061013412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061013412.01.LZZZZZZZ.jpg,1.7419354838709677
329,Reap the Wind,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553586122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg,1.7413793103448276
1913,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg,1.7411764705882353
192,The Kiss,Danielle Steel,2001,Delacorte Press,http://images.amazon.com/images/P/0385335407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.LZZZZZZZ.jpg,1.7407407407407407
1715,Madame Bovary,Gustave Flaubert,2003,Penguin Books,http://images.amazon.com/images/P/0140449124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449124.01.LZZZZZZZ.jpg,1.7407407407407407
1426,Black Like Me,John Howard Griffin,1996,Signet Book,http://images.amazon.com/images/P/0451192036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451192036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451192036.01.LZZZZZZZ.jpg,1.7391304347826086
2407,In the Presence of the Enemy,Elizabeth George,1996,Bantam,http://images.amazon.com/images/P/0553092650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553092650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553092650.01.LZZZZZZZ.jpg,1.736842105263158
2831,The Art of Deception,Ridley Pearson,2003,Hyperion,http://images.amazon.com/images/P/0786890002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786890002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786890002.01.LZZZZZZZ.jpg,1.736842105263158
853,Plains of Passage (Earth's Children),Jean M. Auel,1990,Random House Inc,http://images.amazon.com/images/P/0517580497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517580497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517580497.01.LZZZZZZZ.jpg,1.736842105263158
99,Secret History,DONNA TARTT,1993,Ballantine Books,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg,1.736842105263158
1729,Code to Zero,Ken Follett,2001,Signet Book,http://images.amazon.com/images/P/0451204530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg,1.736842105263158
807,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg,1.7352941176470589
736,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,1.7349397590361446
2790,Silent Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425137562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.LZZZZZZZ.jpg,1.7346938775510203
799,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg,1.734375
2535,Hornet Flight,Ken Follett,2002,Dutton Books,http://images.amazon.com/images/P/0525946896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525946896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525946896.01.LZZZZZZZ.jpg,1.7333333333333334
1269,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375413634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375413634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375413634.01.LZZZZZZZ.jpg,1.7333333333333334
1411,The Fourth Hand,John Irving,2002,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg,1.7301587301587302
2101,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket,http://images.amazon.com/images/P/0671443283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.LZZZZZZZ.jpg,1.7291666666666667
1414,Amy and Isabelle : A novel,ELIZABETH STROUT,2000,Vintage,http://images.amazon.com/images/P/0375705198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705198.01.LZZZZZZZ.jpg,1.7291666666666667
2381,Disobedience: A Novel,Jane Hamilton,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720467.01.LZZZZZZZ.jpg,1.7272727272727273
364,Dharma Bums,Jack Kerouac,1991,Penguin Books,http://images.amazon.com/images/P/0140042520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.LZZZZZZZ.jpg,1.7272727272727273
1437,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg,1.7272727272727273
1616,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books,http://images.amazon.com/images/P/0553568701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553568701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553568701.01.LZZZZZZZ.jpg,1.7272727272727273
1518,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg,1.7263157894736842
416,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial,http://images.amazon.com/images/P/0060930535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg,1.725609756097561
2034,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236053.01.LZZZZZZZ.jpg,1.725
255,The Reader,Bernhard Schlink,1997,Random House,http://images.amazon.com/images/P/0679442790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.LZZZZZZZ.jpg,1.7245508982035929
1806,Season of Passion,Danielle Steel,1980,Dell,http://images.amazon.com/images/P/0440177049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440177049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440177049.01.LZZZZZZZ.jpg,1.7241379310344827
479,Lily White,Susan Isaacs,1997,HarperTorch,http://images.amazon.com/images/P/0061093092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093092.01.LZZZZZZZ.jpg,1.7234042553191489
2651,The Mask,Dean R. Koontz,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425127583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425127583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425127583.01.LZZZZZZZ.jpg,1.7234042553191489
1238,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425179613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425179613.01.LZZZZZZZ.jpg,1.7222222222222223
2331,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,2001,Red Dress Ink,http://images.amazon.com/images/P/0373250118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.LZZZZZZZ.jpg,1.7209302325581395
2551,Mortal Prey,John Sandford,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189864.01.LZZZZZZZ.jpg,1.7205882352941178
604,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg,1.72
682,Reliquary,Douglas Preston,1997,St Martins Pr,http://images.amazon.com/images/P/0312860951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312860951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312860951.01.LZZZZZZZ.jpg,1.71875
1635,The Falls,Karen Harper,2003,Mira,http://images.amazon.com/images/P/1551666952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666952.01.LZZZZZZZ.jpg,1.71875
1325,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,1.71875
2291,Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,http://images.amazon.com/images/P/006109918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.LZZZZZZZ.jpg,1.71875
2409,She Walks These Hills,Sharyn McCrumb,1995,Signet Book,http://images.amazon.com/images/P/0451184726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184726.01.LZZZZZZZ.jpg,1.7179487179487178
1838,Bloodline,Sidney Sheldon,1982,Warner Books,http://images.amazon.com/images/P/0446341878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446341878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446341878.01.LZZZZZZZ.jpg,1.7179487179487178
679,The Jester,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316602051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602051.01.LZZZZZZZ.jpg,1.7176470588235293
892,FLOOD TIDE,Clive Cussler,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684802988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684802988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684802988.01.LZZZZZZZ.jpg,1.7173913043478262
959,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg,1.7166666666666666
515,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385721358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg,1.7142857142857142
2654,The Macgregors: Daniel-Ian,Nora Roberts,1999,Silhouette,http://images.amazon.com/images/P/0373483902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483902.01.LZZZZZZZ.jpg,1.7142857142857142
1705,Less Of A Stranger (Silhouette Single Title),Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218958.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218958.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218958.01.LZZZZZZZ.jpg,1.7142857142857142
1921,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg,1.7123287671232876
2625,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company,http://images.amazon.com/images/P/0440213991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213991.01.LZZZZZZZ.jpg,1.7118644067796611
1966,The Heiress,Jude Deveraux,1995,Pocket,http://images.amazon.com/images/P/0671744623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.LZZZZZZZ.jpg,1.7096774193548387
2052,The Christmas Train,David Baldacci,2002,Warner Books,http://images.amazon.com/images/P/0446525731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525731.01.LZZZZZZZ.jpg,1.7096774193548387
713,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,1.7076923076923076
1192,Plague Dogs,RICHARD ADAMS,1986,Fawcett,http://images.amazon.com/images/P/0449211827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449211827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449211827.01.LZZZZZZZ.jpg,1.7058823529411764
2137,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,2003,Mira,http://images.amazon.com/images/P/1551667010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667010.01.LZZZZZZZ.jpg,1.7058823529411764
1113,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch,http://images.amazon.com/images/P/0060517794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060517794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060517794.01.LZZZZZZZ.jpg,1.7037037037037037
2411,Are You Somebody? : The Accidental Memoir of a Dublin Woman,Nuala O'Faolain,1999,Owl Books,http://images.amazon.com/images/P/0805056645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805056645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805056645.01.LZZZZZZZ.jpg,1.7037037037037037
1816,Accordion Crimes,E. Annie Proulx,1996,Scribner,http://images.amazon.com/images/P/0684195488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684195488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684195488.01.LZZZZZZZ.jpg,1.7027027027027026
2713,Sweet Revenge,NORA ROBERTS,1997,Bantam,http://images.amazon.com/images/P/0553278592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278592.01.LZZZZZZZ.jpg,1.702127659574468
1560,Standoff,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446527017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.LZZZZZZZ.jpg,1.7012987012987013
570,Leaving Home,Garrison Keillor,1988,New Amer Library,http://images.amazon.com/images/P/0451821971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451821971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451821971.01.LZZZZZZZ.jpg,1.7
2316,All Through The Night : A Suspense Story,Mary Higgins Clark,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684856603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684856603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684856603.01.LZZZZZZZ.jpg,1.7
2483,Mindbend,Robin Cook,2001,Signet Book,http://images.amazon.com/images/P/0451141083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451141083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451141083.01.LZZZZZZZ.jpg,1.697674418604651
699,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg,1.6967213114754098
505,Deck the Halls,Mary Higgins Clark,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0743212002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743212002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743212002.01.LZZZZZZZ.jpg,1.6956521739130435
425,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf,http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg,1.6956521739130435
2156,Silver Wedding,Maeve Binchy,1990,Dell,http://images.amazon.com/images/P/0440207770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440207770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440207770.01.LZZZZZZZ.jpg,1.6956521739130435
1010,Endangered Species (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1998,Avon,http://images.amazon.com/images/P/0380725835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380725835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380725835.01.LZZZZZZZ.jpg,1.6956521739130435
218,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/0553576925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576925.01.LZZZZZZZ.jpg,1.6956521739130435
1272,Burn Factor,Kyle Mills,2002,HarperTorch,http://images.amazon.com/images/P/0061098035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061098035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061098035.01.LZZZZZZZ.jpg,1.6944444444444444
1604,Three Wishes,Liane Moriarty,2004,HarperCollins,http://images.amazon.com/images/P/0060586125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060586125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060586125.01.LZZZZZZZ.jpg,1.6938775510204083
646,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg,1.6931818181818181
19,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg,1.6923076923076923
1155,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0671004530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg,1.6923076923076923
1143,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399150897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg,1.6923076923076923
49,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992,HarperTorch,http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,1.6923076923076923
1028,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,1.6911764705882353
1523,Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books,http://images.amazon.com/images/P/0515130923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130923.01.LZZZZZZZ.jpg,1.6896551724137931
2301,A Long Fatal Love Chase,Louisa May Alcott,1997,Dell,http://images.amazon.com/images/P/0440223016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223016.01.LZZZZZZZ.jpg,1.6875
